modelId,category,dirId,annId,nPartsInitial,nParts
2e6c006620cb33babf939c87604069b,Remote,100395,395,11,9
241ec8a746dd1cfc78f71a335ebabfa5,Laptop,10040,10040,18,2
49c6003c2248bdd1906ed109a4ea50d6,Remote,100405,405,11,10
4fae99783aa8706c548eb4d45dc63633,Remote,100408,408,39,38
56fbea56a0af81f57e1c85c5c15da7fb,Remote,100412,412,31,30
3e18df9aea04c8cdbc7fb81194b2b6a8,Box,100426,426,4,3
1467dd73-ed45-48f2-aa43-7dfc075e33e9,Bucket,100431,431,3,2
1ab577729a8b9b53d7e284c7e9ceac71,Bucket,100432,432,3,2
2627c3acbf2993d7f9651db54962898,Bucket,100435,435,3,2
302dce155e54539bf54e1b6f41fdd78a,Bucket,100438,438,3,2
3157ca03de3655acf3891d3e63e0baa5,Bucket,100439,439,3,2
39af8db4-de8a-4236-83dd-f2fbeea69b8e,Bucket,100441,441,3,2
3db17a9c8b8f5fa534dbf68b0b93168a,Bucket,100442,442,3,2
42efdc2c8ef3943346ba1ca782be6d5,Bucket,100443,443,3,2
43bcea066d246875d3cce5e618a132d2,Bucket,100444,444,3,2
514006346ba5ecca11ff520b92ac7b90,Bucket,100446,446,3,2
59d99d0a2b385fe81b1a00a31bfed97b,Bucket,100448,448,3,2
67f98b83c3ede0ac41b275920fc7b6f,Bucket,100452,452,3,2
75612c0c1d5730eaf93a86670701266,Bucket,100454,454,3,2
823f2656-9520-4364-84a3-df6748c11aa8,Bucket,100460,460,3,2
8413150255e75b24c90fdc5cc248daed,Bucket,100461,461,3,2
8af56ea7-6625-4e2e-a2a2-8a72913fba7a,Bucket,100462,462,3,2
99d08b28aeaa7471b4c8f245ce40b797,Bucket,100464,464,3,2
9baa0eed7aab576801550504988680c,Bucket,100465,465,3,2
9c74e43a-01d6-402b-a6c9-7dc2c5beb10e,Bucket,100466,466,3,2
a34ede107f27f7359dce4dc43843eadc,Bucket,100468,468,3,2
a5161f118670c0ba5922a4a2e0f86a4b,Bucket,100469,469,3,2
af5f4299084775cb4bb0a929135b1b1f,Bucket,100470,470,3,2
c15eb21f-9968-4775-aaf6-b73289b06330,Bucket,100472,472,3,2
c377cffe09ca11a57b6fd5468f603b31,Bucket,100473,473,3,2
d526ce42-9343-4199-88c4-ac7895a6bb10,Bucket,100477,477,3,2
ebfe3b7790299a24e3b8059434335257,Bucket,100481,481,4,3
f2698060d07d695b84a4ca84933d2fda,Bucket,100482,482,3,2
u22e29c7a-cb17-4664-b846-1ace4d3964bd,Bucket,100484,484,3,2
uce940367-b7b4-43b9-af12-eae51692f2f7,Bucket,100486,486,4,3
2ffa5883f6eaa667ec8621169acea877,Cart,100487,487,3,2
3311610fba8f2a92bd5d210016784213,Cart,100488,488,7,6
3967b5ab8e9822d3d0334bcab622dc4c,Cart,100490,490,3,2
3b537a69c45a66e167aa983983f9bf36,Cart,100491,491,6,5
3c24d94a8c008aeda8963fe61f2bc75f,Cart,100494,494,4,3
48de69e3d412bf8dd95d25c22c307fb5,Cart,100496,496,6,5
4b1bee9689a8e33b7e51366b0cf7747,Cart,100498,498,6,5
54abd608ca2cb8edf13f48dea089ec11,Cart,100500,500,3,2
553c586e128708ae7649cce35db393a1,Cart,100501,501,6,5
564637510e807c32b229726a165222c0,Cart,100502,502,6,5
5d0886ed50068c4e78d4d73b3f2a819c,Cart,100504,504,6,5
671b4d1b2be48ae7ec8621169acea877,Cart,100507,507,3,2
677c9b86fa4340efe205a54ea9a01fb5,Cart,100508,508,6,5
680e9dc1b725c0ef695b31e89dba24aa,Cart,100509,509,3,2
236f335c39b95600a844b00d6ca20a7a,USB,100511,511,3,2
a2d20c909ed9c6d85d723f8969b531b,USB,100513,513,3,2
1da9942b2ab7082b2ba1fdc12ecb5c9e,FoldingChair,100520,520,3,2
1f82011c2303fc7babb8f41baefc4b12,FoldingChair,100521,521,3,2
287bce5664e168fd744dcb8aae5f2395,FoldingChair,100523,523,3,2
386418bad1daf6657515e7bb7dba4019,FoldingChair,100526,526,3,2
4960144353a6dd944c5483fab67d9a50,FoldingChair,100531,531,3,2
4ae3ee61ebfd4d7bc05575120a46cd3b,FoldingChair,100532,532,3,2
5f3af8ff93de34c9e7922afdefd88b6e,Suitcase,100550,550,4,3
77343b3052c4c5d0492d9da2668ec34c,FoldingChair,100557,557,4,3
7bbd0992-e10c-468e-b5ad-a81ccca30802,FoldingChair,100561,561,3,2
7be92b72-5871-4b03-8f65-f208619f6c38,FoldingChair,100562,562,4,3
8841a35812d5a95f98a4820926b2a786,FoldingChair,100568,568,3,2
a1953756-9c80-4af5-83b3-0b4c71458d36,FoldingChair,100579,579,3,2
b46ad21b7126049842ca7cc070f21ed3,FoldingChair,100586,586,3,2
b81a2b98435b9bfb93d537020ed867c,FoldingChair,100587,587,4,3
bdeb8ea8a146bf69e54cb890e8682c84,FoldingChair,100590,590,3,2
d4aafb7908c8ae5883005e5bf6c208e0,FoldingChair,100598,598,4,3
d5c67068390ece634060d2cb099a78b3,FoldingChair,100599,599,3,2
d5d18ba694ad228346b9f3b6ee20ff4b,FoldingChair,100600,600,3,2
ea5a26bf-9785-47f0-9c10-d3cb1a5837c5,FoldingChair,100608,608,4,3
ee11a4009464a9ca86855a8015309d66,FoldingChair,100609,609,3,2
f01b78fb91692b3fd97de2831c42267f,FoldingChair,100611,611,3,2
13dd2d5e9c06b01b2677042d71d00b91,KitchenPot,100613,613,3,2
fff29a99be0df71455a52e01ade8eb6a,FoldingChair,100616,616,3,2
22b97cef500a612da551e57dc7ff4cc6,KitchenPot,100619,619,4,3
79907205-578e-4a3c-b543-b0d44c2f3dc4,KitchenPot,100623,623,3,2
be3f5a83e94251a7c1a0f8bf0959443,Box,100658,658,6,5
dbac3b858ce8b14483e99a083b61b6a3,Box,100664,664,3,2
ec82368d9dd6c6191503e17202cee2a3,Box,100671,671,3,2
f844d0a2f4e28c5e4f9794688920aecc,Box,100676,676,6,5
528fd36db2ca7e47df18258a84843c90,Refrigerator,10068,10068,13,3
u82f2a1a8-3a4b-4dd0-8fac-6679970a9b29,Box,100685,685,3,2
d9560bfc0c051109f54e1b6f41fdd78a,KitchenPot,100693,693,3,2
b4ba93fc-5ad1-45ee-9612-3ba4218d1fca,Pliers,100705,705,3,2
5d74f9676f8fe2527d8663c09e4f524d,Remote,100706,706,29,28
619a6a12ae4f50ac62c440075d5ed193,Remote,100712,712,11,9
15351bd9-48a0-4ed9-9b07-9450d86104bd,Globe,100720,720,3,2
104abd9cd1bcbb76ce5d6e9371bb5c33,TrashCan,100731,731,3,2
1407f470-b445-4a3a-bead-8b0caab1b4a1,TrashCan,100732,732,4,3
074b1952-2f2f-494e-a296-c2024c50150a,Globe,100733,733,3,2
27d0566b9a4b127cda95f26923bb8547,Globe,100736,736,3,2
35e95d63dcdef06f7a1dc4b3e9fd8b5f,Globe,100739,739,3,2
3b4e60b4-8bdb-4131-8b35-f58c8d2e8c51,Globe,100740,740,3,2
3eb2769c-8243-46cc-8903-1156d3fec27d,Globe,100741,741,3,2
52527a72ec2c47f22cafe1b125cab8fb,Globe,100743,743,3,2
550fc628-3a01-4825-a56b-72c4fb52edf6,Globe,100744,744,3,2
57adcd0c492163304d46ab71b147ac5a,Globe,100745,745,3,2
588d0d66-e5c6-40aa-ba9d-6b34085c60a8,Globe,100746,746,3,2
5984d8834409ce0a25c70fb1df3f879b,Globe,100747,747,3,2
5a1dafbc481340f2ffd5817f210f277d,Globe,100748,748,5,3
5cc77b60d5031886e904f922192a7caa,Globe,100749,749,3,2
5db85dd849d52e1b55f9913e822d5318,Globe,100750,750,3,2
6e5366a0-49e8-4153-a358-0fc0f4948e1f,Globe,100751,751,3,2
7c0f4cac-d8b1-4cff-93cc-d3b8d9337144,Globe,100753,753,3,2
7d7478bf-d01f-44b2-a390-955053dc0cfb,Globe,100754,754,3,2
81a6148043bda306f4ab9bfe2d2d6eee,Globe,100755,755,3,2
828b36f0bd7fa98f577ff4de1ac394c,Globe,100756,756,3,2
8291cd09-5de2-4a14-8f7a-653aea36bcc3,Globe,100757,757,3,2
848dab48-ff27-43d5-9282-ca2db98712ed,Globe,100758,758,3,2
8dc196af76175a76aba9d61a3993667c,Globe,100759,759,3,2
8f250480-e838-4296-9e7c-3fc28b2dd789,Globe,100760,760,5,3
9afc9446-7406-492d-8159-85642f072615,Globe,100761,761,3,2
9db7ed13de527a04a495c196d4f0cebb,Globe,100762,762,3,2
9e207a04b43a4420903d2204e644ec8f,Globe,100763,763,3,2
9eb79ee0-7c2a-444c-961b-7e4b6f981257,Globe,100764,764,3,2
9f48c266-d3b0-4f47-acc0-37d36bdeaca8,Globe,100765,765,5,3
68bd5b1de909e4b453048412b629ef93,Suitcase,100767,767,6,5
a8cd35c3bb536214ffd5817f210f277d,Globe,100768,768,5,3
ad953238-e9cc-49a0-86a8-c830e0d2333b,Globe,100770,770,3,2
96325740-43a4-4d91-8301-8cac91428698,Suitcase,100776,776,6,5
b12c6bcfbcf1fc61121fc2a7addd9ae2,Globe,100778,778,3,2
b3283bbe6b61ecb3a4ee0fb6a51564c3,Globe,100779,779,3,2
c2713017f10ae886c70ba8e671b463f2,Globe,100781,781,3,2
c2c59f34-37df-4acb-a8a4-69e52d6a6791,Globe,100782,782,3,2
c396822f-3ac9-4bd0-93a5-3061fa044291,Globe,100783,783,3,2
c5fca754-23ca-493c-94cc-d4cc65357bfb,Globe,100784,784,3,2
cf4c02b7-c4f9-42c1-837c-d37bb660102a,Globe,100785,785,3,2
dcab881c-e581-4dfc-9395-c894a15b72b1,Globe,100786,786,3,2
e383a64278f03606c2a9fc007ea06b6b,Globe,100787,787,3,2
e5428159-26aa-4fce-8a63-c44887c0cea5,Globe,100788,788,3,2
e7702ec89a048e69ffd5817f210f277d,Globe,100789,789,5,3
ea12be6b-c003-4194-9a1a-e83739db2d09,Globe,100790,790,3,2
ec1b1c76-bdbb-4099-bd06-0f710febcefb,Globe,100791,791,3,2
ec7599e2ae93723337f1b3cce66816ca,Globe,100792,792,3,2
ef1246bb-543d-4cd0-aab6-fec90ccc34b6,Globe,100793,793,3,2
f210793da04a833bd91a09013d2bf42c,Globe,100794,794,8,4
f29593939f02529ab33b78dc8efc1232,Globe,100795,795,3,2
f3289350-0153-4b96-a66c-a015b04bfc3e,Globe,100796,796,3,2
f6b38de2-b52d-4a56-ba01-bfe481528966,Globe,100798,798,5,3
fbedd827-7177-42bc-b45b-64ea83dc77f1,Globe,100799,799,3,2
u1d0c884f-3d80-4f80-9b03-995e62d31f9b,Globe,100800,800,3,2
u7b05c552-9925-434e-a35e-8d2c0b11ca95,Globe,100801,801,3,2
ub9b5ecf3-1bcc-4f11-8f0f-31eb8781d5b9,Globe,100803,803,3,2
61c6c6a47e5b9d34496c7671bf276db5,Remote,100809,809,60,58
6411d7e5e038534c13b3690b5eeccc36,Remote,100811,811,46,45
45295ce32ded6d4435a527bc320873ed,Remote,100814,814,9,8
436c74caa92dcf123c81d9b042c20aa4,Remote,100816,816,21,20
67919afe61a6a5f06bba06dda7e10cee,Remote,100819,819,39,38
c5c0f63f94ddf4c258d149fbd24761c4,Suitcase,100825,825,4,2
6dd099d7ffde26c5983ec12a2b33f18b,Remote,100828,828,6,5
1b51425e-96ce-440a-b13c-8d1093ebcfc0,Suitcase,100836,836,5,4
41f67b37-02bb-468a-b57c-388e3cbfbec5,Suitcase,100837,837,5,4
53959a61-065d-4fef-a68a-77b1b14b644e,Suitcase,100838,838,15,10
5fbeb136e7a05c7b249f4ea29405e1b,Suitcase,100839,839,6,5
669fe6ae83e64a544608027d921be76e,Suitcase,100840,840,5,4
6e7c1a1936fdc7b7730e89ca0d2d13c3,Suitcase,100842,842,3,2
0799c797-13b2-464f-815e-90c94b472e48,Switch,100845,845,4,3
0babf424-c85b-4d21-8123-72f3aed070c9,Switch,100846,846,5,4
10c0afc22a875d09cb1cbe8af9750ec6,Switch,100847,847,4,3
16d7b8566c648d961a45d531656bc96d,Switch,100848,848,4,3
1c0c18e5a552ef0ca1d65069344b1b4d,Switch,100849,849,3,2
1c3e66b014b4e96121d0de04f408950f,Switch,100850,850,4,3
6aba26f7635d554be7844fdfd4a6cd61,Cart,100852,852,6,5
6e1c58506d159b010cdbb777aeb6eb4,Cart,100853,853,5,3
7024ef79ae4dec43d2ed11d57070c801,Cart,100854,854,7,6
72291f7f2314d4c7bb9945ffb57218c,Cart,100856,856,6,5
78acdddc430cfc16946e1b28b7cafb1b,Cart,100858,858,7,6
7df645b4afef27d0fa3eda9ef1145a3a,Cart,100860,860,6,5
7f38dd65abc553dbafa781871c8b9ebb,Cart,100861,861,3,2
21975e51b056985c7fe426949089aa80,Switch,100866,866,3,2
24055dbb-2626-485d-8517-fac4a83bde32,Switch,100870,870,4,3
251f4c140c41f05d25975e984b0e050b,Switch,100871,871,3,2
2dc7259dc37ad665eca579d3e9fb187e,Switch,100880,880,3,2
2ff33df7-c71b-41fe-94eb-3e1be6ec737a,Switch,100882,882,3,2
3505b2f9-b7a7-44c2-900c-6ac80b0fcbc8,Switch,100883,883,4,3
367cf1804054c94c297c85b9a7ad9cde,Switch,100885,885,6,5
390fbd96-e7e2-45db-a02f-cd08aa60821a,Switch,100888,888,5,4
399cb702b96d2011dc5f68d8d7e8ab0,Switch,100889,889,4,3
56b0a9a5-1a2a-4c3e-95a7-e9f85b6786c6,Switch,100900,900,4,3
56da446f-89a3-4608-94dc-a761a5c30b1a,Switch,100901,901,3,2
58383391-eb8a-49d6-a5d0-ff57ca7ef093,Switch,100902,902,5,4
58f5005c5ff6371ce97426e55fb77981,Switch,100904,904,4,3
58fc5189-edb7-4292-b8be-f5020a235b49,Switch,100905,905,3,2
596be26d-d008-4c13-a289-59c53116fdc9,Switch,100906,906,3,2
5a8c4b01d7cdc687243fd6c0bc6255e8,Switch,100907,907,3,2
60bd185a-9567-46ac-ae0c-a9f10762fcdb,Switch,100908,908,4,3
67eb858b-92bd-4109-8585-a9699ee95082,Switch,100910,910,4,3
693a88bbdbb6c607199f2eca998ded6d,Switch,100911,911,3,2
6c5795ff-45d1-43e5-8c85-1fb090a2bb4c,Switch,100914,914,3,2
6c774676-6d34-43da-8634-80b2e9cdd92d,Switch,100915,915,3,2
786cd5cb-3a4a-4f3c-b32d-f932e864e8a0,Switch,100919,919,4,3
851c2161c497f566b3f63125511941df,Switch,100920,920,4,3
8f7b77c0-5c54-4638-a879-a9b5e3ccdd56,Switch,100924,924,4,3
90a280e984f895b7f324f9acc4236270,Switch,100925,925,3,2
9ad69a48-38f8-405f-8f78-66e1d353c1a9,Switch,100928,928,4,3
9fea2427-e59c-41d9-8c7a-580dae4679e4,Switch,100930,930,3,2
a81e4236262efa57dadce99adae83321,Switch,100933,933,3,2
b7c53d18b38d83df1d50bce1f6cd0d9c,Switch,100934,934,3,2
ba4e562c7254a4352042b535f7e0616d,Switch,100935,935,5,4
bea57a17bab41f97dc3d5b9de4300711,Switch,100937,937,3,2
7fce123620ae6da71024439357a43a02,Cart,100938,938,3,2
82be6ebb758ab80803e8b177cdfdfb,Cart,100939,939,14,9
d115f094-a570-4ded-9c48-2c0846acf404,Switch,100948,948,3,2
d440abd3ea98676f877975b30c3a0670,Switch,100952,952,3,2
d45aa051-93f9-4443-8940-e7179a9d6383,Switch,100953,953,6,5
d75c655b-1444-4ddd-bfbc-332bf832cc4d,Switch,100954,954,3,2
dceacd82-c01a-4d21-8349-c2afc2af9f30,Switch,100955,955,3,2
dfd4ebe9-6b0b-48b6-9f9c-701c00241ac4,Switch,100957,957,3,2
e2471dba-ffe6-408f-aa05-5b76f3de93b6,Switch,100959,959,4,3
eaee5eb38124c72e1a45d531656bc96d,Switch,100963,963,5,4
efa22b97f47a8b3558451d47ce84cde7,Switch,100965,965,3,2
f1575b049171b9c76b4e2839ff8fc813,Switch,100966,966,3,2
f1a594c8d443d1f478c6cdece1c4cf59,Switch,100968,968,3,2
f99ea7a0-ca4e-4644-8f01-9c8fac30bf5e,Switch,100970,970,3,2
fbeb088c-8a6f-4075-8283-ff5cdcfedf6a,Switch,100971,971,3,2
u1497f178-4477-4b13-8705-abd3b45750b9,Switch,100974,974,5,4
u3cb90e37-54e9-40fb-97d8-2586632ee264,Switch,100976,976,4,3
u9020497c-47ef-4e61-9df7-017c4f96a59e,Switch,100978,978,3,2
uad4c133a-7639-49df-857e-a13874d5b4c7,Switch,100979,979,3,2
28fbfd8b8c9c6f16e1e44e2fc05361d9,Laptop,10098,10098,17,2
uf0d40ff4-e3f3-48f4-b7a9-42ebbb22f380,Switch,100980,980,5,4
ufb22f8e5-d6e4-45bb-b676-b70b39b60acd,Switch,100981,981,3,2
07515cec-f36a-41c8-90be-762bb70b1def,Window,100982,982,5,4
70f0d95886e5a65185dc3979db3e3ae2,Remote,100991,991,55,54
759c3e99588cf5c7a25c3f3b8b3a059a,Remote,100993,993,27,26
7852a457e59fd546d26c2593d1870bdb,Remote,100997,997,44,43
7c147f1881e69aeb1d1273d31cf9b781,Remote,100999,999,30,29
81cbe7a64eb030c6c221cf4c35c835e,Remote,101002,1002,10,9
8bddcaeffea527c9ad52116886b99e26,Remote,101004,1004,4,3
8ee1cc0594596ddf251828d7c328331,Remote,101007,1007,29,28
29f5cfcef7272f1f640578ae55230ebc,Laptop,10101,10101,14,2
98f33f33eaf6ccd3b09914703fdadd6,Remote,101010,1010,60,59
9fcf820f1362798e1c990bbe4403b3a1,Remote,101011,1011,7,6
a036b6be1c50f61fa046bbac53886364,Remote,101014,1014,29,28
a27dc622395c3648db8fa1712f9ee93,Remote,101015,1015,61,60
a67e5a678c54d757db8fa1712f9ee93,Remote,101016,1016,49,48
b2c79f7add7cb56ac03df0bb156692e3,Remote,101023,1023,18,17
c21ec53c8531344b8ef01232dadbdf7f,Remote,101028,1028,39,38
c2540a2e0b927f34453782ca938ffcf1,Remote,101034,1034,14,13
9c488b92-929d-465a-b97f-2ae2e63ff637,Suitcase,101048,1048,15,10
d7cf5772-2c3a-4f41-a381-c2c2dcb40c93,Suitcase,101049,1049,15,10
e287577c-67ce-4215-99f7-638a3b1713ab,Suitcase,101050,1050,5,4
u40f262ef-1055-4cdf-bc86-6e168eb26d2d,Suitcase,101051,1051,7,6
12f3efd9-f013-4aab-922c-0328502acd3f,Knife,101052,1052,3,2
